Gene_name,logFC,PValue
STT3B,-0.2200979,1.61E-01
DUS3L,-0.1255812,1.61E-01
FAM193A,-0.1156925,1.61E-01
LOC284440,-0.1105762,1.61E-01
SEL1L3,-0.5261932,1.61E-01
MPV17,0.1248702,1.61E-01
KCNQ5,0.0684642,1.61E-01
RALGAPB,0.1193449,1.61E-01
ABCC13,-0.0738111,1.61E-01
UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9,-0.0796356,1.61E-01
N4BP3,-0.0721845,1.61E-01
NFIX,0.2043913,1.61E-01
LOC100287222,0.1222156,1.62E-01
DCAF11,0.1504637,1.62E-01
TMEM62,-0.0969568,1.62E-01
KRAS,-0.1708446,1.62E-01
SLC7A9,0.2165887,1.62E-01
MFAP2,-0.1195021,1.62E-01
PRPF3,-0.1726822,1.62E-01
TRAF1,-0.3295959,1.62E-01
GABRA4,-0.0716543,1.62E-01
DDT,-0.1935996,1.62E-01
DLEC1,-0.099709,1.62E-01
CNOT7,-0.0711826,1.62E-01
HIST2H2AB,-0.0793408,1.62E-01
TBC1D13,-0.098364,1.62E-01
CCR6,0.0801527,1.62E-01
HCFC1,-0.1186291,1.62E-01
HTRA2,0.1246825,1.62E-01
CEACAM1,-0.1447762,1.62E-01
SERPINI2,-0.081855,1.62E-01
CARNS1,-0.0988916,1.62E-01
FLJ35220,0.1890866,1.62E-01
KIR2DL1,0.0767879,1.62E-01
FRMD4B,0.1989642,1.62E-01
LOC388514,-0.0804594,1.62E-01
CXorf22,-0.067278,1.62E-01
SLC35A5,0.1223107,1.62E-01
TM9SF4,-0.1615795,1.62E-01
C4orf43,-0.1212204,1.62E-01
ZNF93,0.1218041,1.62E-01
TP53RK,0.1072088,1.62E-01
VSNL1,-0.4128803,1.62E-01
AGR2,0.0709032,1.62E-01
IFT172,-0.1112138,1.62E-01
FAM163A,0.1190648,1.62E-01
PHLDB2,-0.1940586,1.62E-01
RGS16,-0.571427,1.62E-01
CCDC141,-0.0724497,1.62E-01
KIAA1310,0.0869533,1.62E-01
SPIN4,-0.0947322,1.62E-01
CD37,0.1703948,1.62E-01
C21orf58,-0.1035625,1.62E-01
DIAPH1,-0.1244451,1.62E-01
ATP6V1D,0.1961463,1.62E-01
LOC100128554,-0.0815728,1.62E-01
C19orf12,0.1449242,1.62E-01
NDUFB3,0.1113349,1.62E-01
SAMD1,0.1810593,1.63E-01
PCDH20,-0.1320375,1.63E-01
RNF182,-0.2219294,1.63E-01
CCDC64B,-0.1069592,1.63E-01
LOC100128264,-0.1074524,1.63E-01
PPPDE1,0.098999,1.63E-01
NBPF7,-0.0913832,1.63E-01
SLC38A10,-0.2522068,1.63E-01
RORC,-0.092565,1.63E-01
CTCFL,-0.0781019,1.63E-01
JAK1,-0.116945,1.63E-01
PANK4,-0.1065001,1.63E-01
NFKBIA,0.2471662,1.63E-01
C6orf154,-0.1057734,1.63E-01
AP4E1,-0.085151,1.63E-01
UPF2,0.1697835,1.63E-01
TRAM2,-0.1267767,1.63E-01
HSPA12A,-0.1962899,1.63E-01
C20orf4,0.103209,1.63E-01
PCBP4,-0.1959995,1.63E-01
FOXD4L2 /// FOXD4L4 /// FOXD4L5,-0.0830689,1.63E-01
FBXO46,-0.1174383,1.63E-01
LAPTM4B,0.2719504,1.63E-01
TRIM41,-0.0934108,1.63E-01
POLE2,0.1505619,1.63E-01
APOBEC3G,-0.1195229,1.63E-01
DGKI,-0.1259333,1.63E-01
VCY /// VCY1B,-0.1181799,1.63E-01
NANP,0.1005974,1.63E-01
SHROOM4,-0.2299513,1.63E-01
ENSA,-0.1357784,1.63E-01
BCMO1,-0.1072316,1.63E-01
C10orf118,0.2094768,1.63E-01
PPP1R12B,0.1221624,1.63E-01
C1orf99,-0.0801766,1.63E-01
OFD1,-0.194192,1.63E-01
TIPRL,-0.2154665,1.64E-01
OR8B4,-0.0832056,1.64E-01
RPS15A,0.1217959,1.64E-01
CNOT8,-0.2141734,1.64E-01
NUCKS1,-0.1320287,1.64E-01
PALM2,-0.2031982,1.64E-01
TRAF3IP1,-0.1941261,1.64E-01
MBNL3,0.1115196,1.64E-01
GLRA1,0.0727304,1.64E-01
FTCD,-0.1004393,1.64E-01
ZNF296,-0.12321,1.64E-01
SPATA20,0.1100265,1.64E-01
CALR3,-0.0754564,1.64E-01
WDR26,0.1180104,1.64E-01
RNF138,0.1188349,1.64E-01
APPL1,0.1667653,1.64E-01
PIK3CB,0.1938079,1.64E-01
DIRAS1,-0.0717571,1.64E-01
FAM105B,-0.1242129,1.64E-01
LDLRAD2,-0.1194176,1.64E-01
SOCS4,0.1453859,1.64E-01
C2orf56,0.1750924,1.64E-01
MUC1,-0.1247485,1.64E-01
SCML1,-0.1213405,1.64E-01
FAM69B,-0.1214443,1.64E-01
OR8B12,0.1273631,1.64E-01
TM7SF3,0.2841024,1.64E-01
VASH2,-0.117962,1.64E-01
CNGB1,-0.0911148,1.64E-01
AASDHPPT,0.1748664,1.64E-01
RFNG,0.1426002,1.64E-01
MRPL39,0.1249557,1.64E-01
SHC4,-0.2397487,1.64E-01
CLCA1,-0.0828608,1.64E-01
DNAJB6,-0.1870814,1.64E-01
OR10G2,-0.0736616,1.64E-01
MAGIX,0.0987003,1.64E-01
CCNI,-0.0842874,1.64E-01
FAR1,-0.1684215,1.64E-01
CNP,-0.412879,1.65E-01
NAPB,-0.1004667,1.65E-01
NLGN1,0.3378881,1.65E-01
HIVEP1,-0.2808202,1.65E-01
OTUB2,-0.0975105,1.65E-01
SLC26A8,-0.1067612,1.65E-01
DEFB113,-0.1075069,1.65E-01
SMAD2,-0.1400069,1.65E-01
ROBO4,-0.3044383,1.65E-01
THOC2,0.1271183,1.65E-01
SYTL5,0.1008876,1.65E-01
STON1,-0.2235226,1.65E-01
SHANK3,-0.3104925,1.65E-01
MYL6B,-0.135842,1.65E-01
PURA,-0.1555148,1.65E-01
ANGEL2,-0.1590224,1.65E-01
MADD,-0.1274397,1.65E-01
VPS37D,-0.1354593,1.65E-01
GABRR1,-0.0744916,1.65E-01
APBA1,0.2439626,1.65E-01
FBXO39,-0.0896979,1.65E-01
ULK3,0.1700871,1.65E-01
UBAP2L,-0.1106412,1.65E-01
TNN,0.1103311,1.65E-01
SLC14A2,-0.0789074,1.65E-01
TIPARP,-0.3934814,1.65E-01
PPP6C,-0.1173472,1.65E-01
COX8C,-0.0967375,1.65E-01
GMIP,0.1071191,1.65E-01
OR10A7,-0.1352975,1.65E-01
ALPP,-0.0957691,1.65E-01
GPATCH1,-0.1228613,1.65E-01
DUSP7,-0.0982082,1.66E-01
KCNN1,0.1065856,1.66E-01
NOP14,-0.1896331,1.66E-01
PDE8B,-0.4243318,1.66E-01
RELA,0.1018392,1.66E-01
UGT3A1,-0.093192,1.66E-01
YY1,-0.1268124,1.66E-01
CD164,0.2808062,1.66E-01
AMBP,-0.0989102,1.66E-01
TRIOBP,-0.1918336,1.66E-01
PKLR,-0.0979774,1.66E-01
BDH2,-0.2253525,1.66E-01
ABCB8,-0.1234104,1.66E-01
PPM1G,-0.0916418,1.66E-01
SERPINC1,-0.0894399,1.66E-01
---,-0.0381161,1.66E-01
SNRPB2,-0.0948188,1.66E-01
CNOT8,-0.1814768,1.66E-01
C7orf55,-0.1160856,1.66E-01
ZP2,-0.0975737,1.66E-01
OR1E1,-0.0979417,1.66E-01
MRS2,0.2866472,1.66E-01
STK40,-0.105395,1.66E-01
LIMK2,-0.1055618,1.66E-01
PNPLA4,0.0887545,1.66E-01
BIVM,-0.1547426,1.66E-01
TM9SF1,0.095954,1.66E-01
KRTAP21-3,-0.0821161,1.66E-01
SOCS7,-0.118525,1.66E-01
CDHR3,-0.107359,1.66E-01
TMEM8B,-0.1898899,1.66E-01
MRPL20,-0.176036,1.66E-01
USP15,0.2635549,1.66E-01
UBE2B,-0.0794367,1.66E-01
TMEM189,-0.1963535,1.66E-01
KIAA1468,-0.1545883,1.66E-01
ACAP3,-0.140714,1.66E-01
KIAA1324,-0.102395,1.66E-01
LYRM7,-0.1442022,1.66E-01
LPIN1,-0.1512747,1.66E-01
LIMS1 /// LIMS3 /// LOC440895,-0.3098195,1.66E-01
KLRC2,0.0909515,1.66E-01
ABI2,-0.1496734,1.66E-01
MOGAT2,-0.1263452,1.66E-01
SLC36A1,-0.1361902,1.66E-01
OR6A2,-0.088467,1.66E-01
CHMP2B,0.1277117,1.66E-01
MSGN1,-0.0984206,1.66E-01
GNG13,-0.0972901,1.66E-01
ATP9B,-0.1191954,1.66E-01
SMARCD1,0.1265254,1.67E-01
DUSP18,0.1843259,1.67E-01
KTN1,-0.1450202,1.67E-01
BAD,0.1189135,1.67E-01
BAT2,0.1226416,1.67E-01
RPS6KB1,-0.1625093,1.67E-01
PLXNA3,0.196494,1.67E-01
FAHD1,0.1738232,1.67E-01
TFPI2,0.4932492,1.67E-01
RNASE11,-0.0697479,1.67E-01
ERGIC1,-0.126789,1.67E-01
RNF43,-0.1145904,1.67E-01
TDRD6,-0.1442392,1.67E-01
DHRS2,-0.0821077,1.67E-01
DNTT,-0.1080098,1.67E-01
ALG3,-0.1453869,1.67E-01
NFYC,-0.0764745,1.67E-01
SPINK6,0.1261494,1.67E-01
FCN2,-0.1206928,1.67E-01
ADA,0.2194969,1.67E-01
CA8,-0.1296352,1.67E-01
LMNB2,0.2233463,1.67E-01
SSR1,0.2472503,1.67E-01
TRIL,0.4543554,1.67E-01
C11orf80,0.3569517,1.67E-01
TRAPPC4,-0.1243479,1.67E-01
METT5D1,-0.2184633,1.67E-01
DTNBP1,-0.1659807,1.67E-01
ZNF397,-0.1467283,1.67E-01
PHC2,0.1953749,1.67E-01
ORC2L,-0.1153555,1.67E-01
PECAM1,0.3674694,1.67E-01
ARF1,-0.0571504,1.67E-01
DPYD,0.1117149,1.67E-01
PKP2,-0.359795,1.67E-01
NFKBID,0.3398488,1.67E-01
C21orf118,-0.0874636,1.67E-01
CHML,0.0942273,1.67E-01
SF1,0.4048173,1.67E-01
PPEF2,-0.0963904,1.68E-01
ACTR2,0.1126514,1.68E-01
ST8SIA5,-0.1201233,1.68E-01
P2RY11 /// PPAN /// PPAN-P2RY11,0.1331219,1.68E-01
OR7E24,0.1159431,1.68E-01
TEAD4,-0.2721253,1.68E-01
SERAC1,0.215355,1.68E-01
MRRF,0.1294473,1.68E-01
CCR4,-0.0825442,1.68E-01
JAG1,-0.120901,1.68E-01
IAH1,0.1836879,1.68E-01
KRT82,-0.1107192,1.68E-01
LYNX1,0.2963014,1.68E-01
BLOC1S3,-0.111002,1.68E-01
KNG1,-0.0934182,1.68E-01
CLDN3,-0.081783,1.68E-01
PPIAL4A /// PPIAL4G,-0.0783346,1.68E-01
SYT9,-0.0772284,1.68E-01
SLC14A1,-0.1472588,1.68E-01
UGDH,-0.2343895,1.68E-01
SLC30A4,0.1039185,1.68E-01
LOC284912,-0.0867635,1.68E-01
TMEM131,-0.0839205,1.68E-01
---,-0.0663943,1.68E-01
ACOT13,0.1881679,1.68E-01
XRN2,0.1437285,1.68E-01
PDXDC1,-0.1012879,1.68E-01
P4HB,0.1226977,1.68E-01
PAOX,0.1616408,1.68E-01
C1orf168,-0.1161684,1.68E-01
WISP1,-0.0811294,1.68E-01
SECISBP2,-0.1535274,1.69E-01
LOC643797,0.0788948,1.69E-01
PAQR3,-0.1262618,1.69E-01
FGFBP1,0.0976622,1.69E-01
EXOC2,-0.1075396,1.69E-01
ART5,-0.1322477,1.69E-01
RTN4RL2,-0.0854519,1.69E-01
---,0.1164469,1.69E-01
BRPF3,0.2135056,1.69E-01
AFAP1,-0.1030264,1.69E-01
CLCN3,0.119615,1.69E-01
---,0.0881138,1.69E-01
MOV10,-0.1900983,1.69E-01
KDELC1,0.1980288,1.69E-01
CRIPAK,-0.2638371,1.69E-01
HIPK3,-0.0944683,1.69E-01
FEZ1,-0.0893527,1.69E-01
RPE,-0.17862,1.69E-01
MRP63,0.1365881,1.69E-01
AGR2,-0.0921188,1.69E-01
SIAH1,0.1429252,1.69E-01
ADAM8,0.0973329,1.69E-01
KIAA1609,0.1158574,1.69E-01
STK25,0.1116346,1.69E-01
TNIK,-0.2915304,1.69E-01
TNFRSF8,-0.1089233,1.69E-01
ADAM22,-0.0989445,1.69E-01
TAF8,0.1380355,1.69E-01
TBCB,0.1264831,1.69E-01
SPRYD4,-0.1380776,1.69E-01
FUT6,-0.1503971,1.69E-01
MED25,-0.1096041,1.69E-01
PBRM1,0.1419967,1.69E-01
CNOT1,0.1043693,1.69E-01
GLYAT,0.105965,1.69E-01
KIAA0232,-0.224147,1.69E-01
LPAR4,-0.1239526,1.69E-01
FAM179B,0.2571209,1.69E-01
SMCR7L,0.1520492,1.70E-01
SLC9A6,0.1025716,1.70E-01
ZNF253,0.1592682,1.70E-01
ZYX,-0.2458771,1.70E-01
NCAPG2,-0.0874368,1.70E-01
ITFG2,0.1663693,1.70E-01
C6orf126,-0.0927056,1.70E-01
C14orf2,-0.1239669,1.70E-01
PMF1,0.1384511,1.70E-01
RPL35A /// ZNF391,-0.0573041,1.70E-01
PPAT,-0.1171277,1.70E-01
C1orf106,0.1691747,1.70E-01
EPN1,0.115088,1.70E-01
SEC62,-0.1283274,1.70E-01
GRIN1,-0.1125061,1.70E-01
TUBA8,-0.2019747,1.70E-01
C12orf29,-0.2022402,1.70E-01
LYSMD4,-0.1053859,1.70E-01
FOXM1,0.1085172,1.70E-01
HHAT,-0.1052979,1.70E-01
ZNF250,-0.1397345,1.70E-01
TMEM104,0.1062159,1.70E-01
FAIM3,0.2763026,1.70E-01
FAM102B,0.1883297,1.70E-01
VNN 1.00,0.1012467,1.70E-01
FAM126B,-0.1604175,1.70E-01
SYBU,0.3971434,1.70E-01
WDR31,0.1267673,1.70E-01
MORC4,0.2381341,1.70E-01
VPS36,0.1252236,1.70E-01
GPLD1,-0.1010079,1.70E-01
XYLB,-0.1017728,1.70E-01
AKT2,0.1144176,1.70E-01
SCRN2,-0.173171,1.70E-01
RPE,-0.1222764,1.70E-01
ZFYVE20,-0.1046623,1.71E-01
FST,0.395987,1.71E-01
DDIT4,-0.3037147,1.71E-01
PRDM7,-0.0948447,1.71E-01
BTG4,-0.1157268,1.71E-01
MLL2,-0.0925372,1.71E-01
SERPINB3 /// SERPINB4,-0.2154872,1.71E-01
GOPC,0.1448698,1.71E-01
ZNF578,0.0674445,1.71E-01
EXTL1,-0.4742976,1.71E-01
TNFAIP2,0.4814542,1.71E-01
DHX40,-0.1404997,1.71E-01
PODN,-0.3282976,1.71E-01
HSPC072,0.0673942,1.71E-01
TXNL4B,-0.3263851,1.71E-01
PAK7,-0.2913139,1.71E-01
---,-0.087973,1.71E-01
FNTB,-0.3088908,1.71E-01
SMARCD3,0.201172,1.71E-01
ZNF705A,-0.0839558,1.71E-01
COL11A2,-0.0870223,1.71E-01
CAMK2G,-0.2531925,1.71E-01
RANBP2,-0.0987675,1.71E-01
AMOTL2,0.2198504,1.71E-01
EFNB3,-0.1117749,1.71E-01
SDPR,-0.4023261,1.71E-01
PDYN,-0.0762225,1.71E-01
ZXDC,0.1522284,1.71E-01
ALS2,0.2054186,1.71E-01
ZNF800,0.2267121,1.71E-01
KLC3,-0.0890162,1.71E-01
C10orf72,-0.1251057,1.71E-01
ALAD,0.1380384,1.71E-01
DUS4L,0.1019294,1.71E-01
TAF1,-0.1630547,1.71E-01
MRPS36,0.1589393,1.71E-01
RPL3,-0.1155714,1.71E-01
FAM19A1,-0.0863516,1.71E-01
,-0.1086671,1.71E-01
RABEP2,0.0929258,1.71E-01
LOC728819,-0.0740255,1.71E-01
EYA4,-0.095864,1.71E-01
PARP3,-0.1730383,1.72E-01
DLG1,0.1637382,1.72E-01
CREB1,0.1527126,1.72E-01
F3,-0.4810003,1.72E-01
STAT6,-0.1945723,1.72E-01
OPA1,-0.1176232,1.72E-01
SUB1,0.1022596,1.72E-01
E4F1,-0.1459327,1.72E-01
RAD51AP1,0.1526856,1.72E-01
OFCC1,-0.1003374,1.72E-01
IREB2,0.2292519,1.72E-01
TRIM26,-0.1805131,1.72E-01
LFNG,0.1995696,1.72E-01
SPATA16,-0.102294,1.72E-01
RPL3L,-0.0916547,1.72E-01
LLPH,-0.1099444,1.72E-01
KIAA0513,-0.1445656,1.72E-01
ROCK1,0.1418829,1.72E-01
C8orf55,0.1086168,1.72E-01
TSGA14,-0.0898119,1.72E-01
SSRP1,-0.1409722,1.72E-01
TRD@,-0.1038295,1.72E-01
ZFPM1,0.1277561,1.72E-01
LOC100132215,0.0913362,1.72E-01
SLC9A3,-0.1080071,1.72E-01
IBTK,-0.1164303,1.72E-01
ZNF434,0.1000382,1.72E-01
ZC3H7A,0.1384342,1.72E-01
GP9,-0.1219556,1.72E-01
HM13,-0.1852472,1.72E-01
CRYM,-0.4414076,1.72E-01
DAK,0.1163262,1.72E-01
ORAI2,0.0987878,1.72E-01
ADAM2,-0.0877276,1.72E-01
SEC62,-0.1719348,1.72E-01
B4GALT6,-0.0857783,1.72E-01
CARD14,0.1294595,1.72E-01
PRSS1 /// PRSS2 /// TRY6,-0.0731784,1.72E-01
GFRAL,-0.0695649,1.72E-01
ANUBL1,-0.1645535,1.72E-01
CDH11,-0.3359051,1.72E-01
SNORA5B /// TBRG4,-0.0882966,1.72E-01
ZBP1,-0.1691158,1.73E-01
CKLF /// CMTM1,0.2022639,1.73E-01
SKIV2L2,-0.1082901,1.73E-01
PAPD7,-0.1310928,1.73E-01
SERPINA3,-0.6938913,1.73E-01
PRSS1,0.0839906,1.73E-01
IGH@ /// IGHA2 /// LOC100126583,0.593314,1.73E-01
SGIP1,-0.1285277,1.73E-01
ZNF497,-0.0954297,1.73E-01
IKBKE,0.2081142,1.73E-01
HIST1H2BM,-0.1081074,1.73E-01
---,-0.1029485,1.73E-01
---,0.1201891,1.73E-01
RTCD1,0.1841554,1.73E-01
CLCN1,-0.0839565,1.73E-01
TNNI1,-0.0935007,1.73E-01
SEMA3D,0.1352239,1.73E-01
KRTAP5-10,-0.0725176,1.73E-01
FOLR1,-0.0881198,1.73E-01
MEP1A,-0.1037145,1.73E-01
C20orf24,0.1205667,1.73E-01
LOX,0.7562443,1.73E-01
STAP2,-0.1595956,1.73E-01
HIPK1,0.1681038,1.73E-01
SHROOM2,0.4891793,1.73E-01
BTG1,-0.2017781,1.73E-01
SEZ6L2,0.3123282,1.73E-01
SLC4A8,0.0771181,1.73E-01
HSPB11,0.1197727,1.73E-01
PVRL2,0.1851625,1.73E-01
FAM175B,0.1851301,1.73E-01
TEX15,-0.1150505,1.73E-01
LOC100289135,0.1835835,1.73E-01
ST7L,-0.158687,1.73E-01
PDHA2,-0.076351,1.73E-01
UBL5,0.1003345,1.73E-01
SLC37A3,-0.1309005,1.74E-01
FAM108A1 /// FAM108A4,-0.0983004,1.74E-01
MPZL3,-0.0774245,1.74E-01
OR8D2,0.1073504,1.74E-01
C1orf113,0.1049278,1.74E-01
BBS1 /// DPP3,-0.0870556,1.74E-01
PIGT,0.1250509,1.74E-01
WAS,0.1284244,1.74E-01
VPS13D,0.1680767,1.74E-01
GCNT1,0.1270291,1.74E-01
ERC1,-0.2877155,1.74E-01
CRCP,0.2009641,1.74E-01
RPS27A,-0.0895104,1.74E-01
GPER,-0.127368,1.74E-01
ZNF585A /// ZNF585B,-0.1923545,1.74E-01
SH3D19,0.1621908,1.74E-01
SLC31A1,0.2747586,1.74E-01
CCNDBP1,0.0973374,1.74E-01
RPLP1,-0.0568545,1.74E-01
UBE2V1,-0.1190597,1.74E-01
TOMM5,-0.1200138,1.74E-01
SARS2,-0.1126597,1.74E-01
LOC100287718,-0.086795,1.74E-01
SSH2,-0.1761013,1.74E-01
GBP5,0.6212891,1.74E-01
CYP4A11,-0.1355565,1.74E-01
IL21,-0.1098123,1.74E-01
SARNP,-0.1124583,1.74E-01
WDR33,-0.2868507,1.74E-01
WDR13,-0.1091729,1.74E-01
DNAH11,-0.1019857,1.74E-01
CHCHD4,0.1961121,1.74E-01
PPP2R3A,0.1613619,1.74E-01
RHBDF1,-0.2636735,1.74E-01
LGALS8,-0.1778302,1.74E-01
SOX11,-0.0934549,1.74E-01
EGLN2,0.1334763,1.74E-01
NDFIP1,0.153375,1.74E-01
LMOD2,-0.0767099,1.74E-01
GPR39,0.2826339,1.74E-01
CTAGE6,-0.1111204,1.74E-01
EFCAB7,0.1637485,1.74E-01
USP48,0.168729,1.74E-01
MEI1,0.1067555,1.74E-01
SIRPG,0.1198209,1.74E-01
SIRT4,0.164506,1.75E-01
C20orf4,0.0902586,1.75E-01
SSU72,-0.100649,1.75E-01
CACNA2D2,-0.2407392,1.75E-01
TXNDC8,-0.0676665,1.75E-01
SORCS2,0.4968419,1.75E-01
IL4R,-0.2145719,1.75E-01
HPS4,-0.2092694,1.75E-01
CSAG2 /// CSAG3 /// LOC100130935,-0.0771295,1.75E-01
C8orf34,-0.0934324,1.75E-01
C9orf3,-0.1461456,1.75E-01
FAM26D,0.1672815,1.75E-01
SYNPO,-0.1578076,1.75E-01
LNX1,-0.1858425,1.75E-01
WFDC3,-0.1081819,1.75E-01
PTPRH,-0.1144941,1.75E-01
OTX2,-0.0934242,1.75E-01
MZF1,-0.1217775,1.75E-01
C17orf78,-0.0792958,1.75E-01
TNNI2,0.1673846,1.75E-01
VEGFA,-0.7190454,1.75E-01
CELF4,-0.1629154,1.75E-01
---,-0.1104079,1.75E-01
LRRTM3,0.0909324,1.75E-01
KIF4A,0.111437,1.75E-01
LRRC45,0.160115,1.75E-01
SGK3,0.2038595,1.75E-01
LMBR1,0.194862,1.75E-01
ROBO3,-0.1116082,1.75E-01
PTH,0.0859876,1.75E-01
WDR45L,-0.0869513,1.75E-01
TRMT2A,-0.1211454,1.75E-01
KCNQ3,0.1697029,1.75E-01
TSG101,-0.0667783,1.75E-01
WAC,0.2199058,1.75E-01
C11orf58,0.1439743,1.75E-01
HSF5,-0.0982448,1.75E-01
TRIM46,-0.1150937,1.75E-01
GTF2H3,0.2184862,1.75E-01
AZI2,-0.1659519,1.75E-01
BCL2L15,-0.083656,1.75E-01
CYP4F8,-0.0823611,1.75E-01
OR5T1,-0.07696,1.75E-01
HP1BP3,-0.2357533,1.75E-01
ZC3H11A,-0.1001555,1.75E-01
ILF3,-0.1284456,1.76E-01
TOM1,-0.1226521,1.76E-01
DYSFIP1,-0.094731,1.76E-01
CCDC39,-0.0745254,1.76E-01
DDRGK1,-0.100165,1.76E-01
PSG6,-0.0652749,1.76E-01
CHMP5,0.1105156,1.76E-01
ZC3H14,-0.1839351,1.76E-01
MXRA7,0.1706789,1.76E-01
GNRH1,0.3883532,1.76E-01
LOC51145,-0.1311913,1.76E-01
SDAD1,-0.2008167,1.76E-01
PNN,-0.188613,1.76E-01
NHEDC2,-0.1312268,1.76E-01
RNF208,-0.1782404,1.76E-01
GLI2,-0.0719533,1.76E-01
SYCP2L,-0.0970973,1.76E-01
MESP1,-0.2006413,1.76E-01
CDRT15P,-0.0783994,1.76E-01
TMC7,-0.1007856,1.76E-01
KRT222 /// SMARCE1,0.0972984,1.76E-01
ASB15,0.1041963,1.76E-01
RPH3AL,-0.1078347,1.76E-01
FOXK1,-0.1000027,1.76E-01
ZNF644,-0.1716261,1.76E-01
SFRS6,0.1319287,1.76E-01
RPS28,-0.0590007,1.76E-01
CHRFAM7A,0.1781639,1.76E-01
PCDH17,-0.3893011,1.76E-01
ETF1,0.1189383,1.76E-01
P2RY11,-0.1264972,1.76E-01
SNCAIP,-0.367349,1.76E-01
SKA3,0.0924086,1.76E-01
MICALL2,0.2222409,1.76E-01
EMP1,-0.2884588,1.76E-01
HSD11B1L,0.1625723,1.76E-01
BCL2L11,-0.1064578,1.76E-01
HMGA2,-0.419044,1.76E-01
SLC22A9,-0.0732728,1.76E-01
FMNL1,0.1220558,1.76E-01
DLG4,-0.1933814,1.77E-01
CYP19A1,-0.4699819,1.77E-01
MRPL18,0.1477809,1.77E-01
NDC80,-0.2685629,1.77E-01
DYRK1A,0.0681641,1.77E-01
AGTPBP1,-0.0829907,1.77E-01
KLF2,-0.4020202,1.77E-01
GDAP2,0.2562576,1.77E-01
MPDU1,-0.1520658,1.77E-01
WT1,0.0760738,1.77E-01
MRPS17 /// ZNF713,0.1262184,1.77E-01
DGKZ,-0.1464383,1.77E-01
STK32A,0.199252,1.77E-01
LOC100287301,0.1079526,1.77E-01
RNF144B,0.4133647,1.77E-01
TMEM109,0.1068854,1.77E-01
CIDEB,0.2623505,1.77E-01
KIAA1324,-0.0839038,1.77E-01
LOC441178,-0.1280308,1.77E-01
OR52B6,-0.1072039,1.77E-01
OR1M1,-0.1023887,1.77E-01
RBM18,-0.1293239,1.77E-01
RAD21,-0.1444762,1.77E-01
LYSMD3,0.0889336,1.77E-01
EFNB3,-0.2420525,1.77E-01
PHGR1,0.0988511,1.77E-01
PTCHD1,-0.088451,1.77E-01
THRSP,-0.0964901,1.77E-01
LOC100132832 /// LOC441259 /// PMS2L1 /// PMS2L2 /// PMS2L3 /// PMS2L4 /// PMS2L5,0.1183235,1.77E-01
FCRL4,-0.0802094,1.78E-01
DDX53,0.0719571,1.78E-01
ITPR3,-0.1813308,1.78E-01
SLC22A23,-0.3766519,1.78E-01
ZBTB8OS,0.185294,1.78E-01
SLC16A3,0.4975654,1.78E-01
Septin 7,0.1635894,1.78E-01
GCC2,0.187825,1.78E-01
NDUFA10,0.2371845,1.78E-01
C1orf9,0.1069707,1.78E-01
ZNF167,0.0967682,1.78E-01
KCNMA1,-0.7982062,1.78E-01
SAPS3,0.1276711,1.78E-01
SLAMF1,-0.1889752,1.78E-01
FBXO40,0.0639985,1.78E-01
EPM2A,-0.1308785,1.78E-01
SUMO1,-0.1539821,1.78E-01
FUT10,0.1555524,1.78E-01
PTPRC,0.0983763,1.78E-01
PPP1R12B,-0.0855771,1.78E-01
NUTF2,-0.1339654,1.78E-01
MFSD4,-0.0838079,1.78E-01
GPR35,-0.1294335,1.78E-01
EFS,0.213656,1.78E-01
HERC3,0.0919597,1.78E-01
HIST2H2BF,0.0842269,1.78E-01
DNM2,0.1181713,1.78E-01
ATXN3,0.1740492,1.78E-01
ZFP106,0.2007453,1.78E-01
LZTFL1,0.1260419,1.78E-01
SEC22B,0.1882065,1.78E-01
AHCYL1,-0.1367285,1.78E-01
KBTBD5,0.0771645,1.78E-01
TACC3,-0.104907,1.78E-01
IL34,0.1950048,1.78E-01
SSX8,-0.1002304,1.78E-01
CACNB2,0.2138357,1.78E-01
CLK4,-0.0892771,1.79E-01
CAMSAP1L1,-0.1224844,1.79E-01
MAP1A,-0.2896845,1.79E-01
C21orf99,-0.1019798,1.79E-01
GPR63,-0.0917633,1.79E-01
COPS4,0.123093,1.79E-01
RALGAPA2,0.1015647,1.79E-01
KCNA6,-0.0912716,1.79E-01
TRMT2A,-0.0892152,1.79E-01
LOC148145,0.1211603,1.79E-01
LRRFIP2,0.1002186,1.79E-01
PMS2L5,-0.1591868,1.79E-01
BDP1,-0.2105961,1.79E-01
LOC100130283 /// PMM2,-0.1857441,1.79E-01
CLSTN1,0.1464514,1.79E-01
SLC3A2,-0.1906956,1.79E-01
LIPH,-0.0920782,1.79E-01
ZBTB5,-0.160592,1.79E-01
SATB1,-0.0854538,1.79E-01
NCBP2,0.1304737,1.79E-01
GMPS /// LOC728564,-0.1346936,1.79E-01
STOX1,-0.0918288,1.79E-01
TGIF2,0.1665665,1.79E-01
TUBB1,0.3560809,1.79E-01
TAP1,0.2893659,1.79E-01
PTPLAD2,0.1119291,1.79E-01
KRTAP6-1,-0.1412622,1.79E-01
CDV3,0.1075643,1.79E-01
LSM14B,-0.1008301,1.79E-01
